238,ARZWK2R1187B98F09F,Rise Against,Chicago
239,ARDOOH01187B991055,Ultraviolence,Not available
240,ARMBTFC1187FB56343,Korn,"Bakersfield, CA"
241,ARBH0MS1187FB36311,Sir Neville Marriner,Not available
242,ARTXEZN1187B9B8190,Agnes,Sweden
243,ARBM57Q1187B9AF97C,James Horner,"Los Angeles, CA"
244,ARED2DG1187FB3CB4D,Tantric,Not available
245,ARMQHX71187B9890D3,Mastodon,"Atlanta, GA"
246,ARNIFX51187FB418EA,Xcultures,Not available
247,AREW1KO1187B98E42E,The Irish Tenors,Not available
248,ARUJ5A41187FB3F5F1,U2,"Dublin, Ireland"
249,ARE2BVT1187B9AC9A2,Little Joe,Not available
250,ARMBTFC1187FB56343,Korn,"Bakersfield, CA"
251,AR97EHA1187B98AD5F,Blind Blake & The Royal Victoria Hotel Calypsos,"Jacksonville, FL"
252,ARFTMGO1187B9A777A,Percy Faith,"Toronto, Ontario, Canada"
253,AR5J8XN1187B9B712E,Extreme,Not available
254,AR4B3RX1187B9A868A,Alexandre Desplat,Not available
255,ARE1N571187B98A47D,Prozak,London
256,AR8XG9J1187FB418C1,Jerry Butler,"Sunflower, MS"
257,ARHSS201187B98A8CC,Yvette Horner,Not available
258,AR02PUA1187FB52574,Delta 9,Not available
259,AR6892W1187B9AC71B,Placebo,"London, England"
260,ARGNGRI11E2835D567,Tam Tam Go!,Not available
261,ARQDYV0119B866800F,Gertrudis,Not available
262,ARN5W1B1187B98BE10,Warrior King,Not available
263,ARBJSO81187B9BA09B,Soda Stereo,Not available
264,ARETCTY1187FB4C033,LORE,Not available
265,ARQXR6R1187FB46FD6,Soul Asylum,"Minneapolis, MN"
266,ARP8TSJ1187FB54852,Carl Doy with NZSO,Not available
267,AR3PN3R1187FB4CEBD,Horace Andy,"Kingston, Jamaica"
268,ARQGYP71187FB44566,Jimmy Wakely,"Mineola, AR"
269,ARHVU591187B99F46A,The Nightraver & The Magican,Not available
270,ARV2V751187FB4330F,Rah Digga (Featuring Outsidaz),New Jersey
271,ARX9YIP1187B98A656,RUN-DMC,Not available
272,ARPPURC1187B990FB7,Bert Kaempfert And His Orchestra,Not available
273,AR0X3JJ1187FB3A9A7,Hank Locklin,"McLellan, FL"
274,ARYECMK1187FB5C081,Lady May,Windhoek
275,AR74Q3R1187B9B24C3,Nightwish,"Kitee, Finland"
276,AR1PCLK1187FB5BBFF,Angelo Badalamenti,New Jersey
277,AR0G47L1187B98CC6D,Frank Chacksfield,"Battle, Sussex, England"
278,ARKUP6H1187FB3F8E3,Cesar Camargo Mariano/Helio Delmiro,Not available
279,ARHRP6Q1187FB3F016,Buzzhorn,"Milwaukee, WI"
280,AR10USD1187B99F3F1,Silverstein,"Burlington, Ontario, Canada"
281,ARTW7I31187B9A4CA9,!!!,Not available
282,ARQCMZ01187B99342C,The Secret Life of Teenage Girls,Not available
283,ARSZ6MA1187FB43D29,The Notorious B.I.G.,Not available
284,ARDIBRT1187B9AF176,Led Zeppelin,England
285,ARY80281187FB3E380,Sandi Thom,Scotland
286,ARXSPYZ1187B98972A,Carl Belew,"Salina, OK"
287,ARR2TI31187FB380FE,The Field Mice,Not available
288,ARNILB71187B99EC88,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,"Los Angeles, CA"
289,AR0OEYB1187FB4A81E,Catherine Howe,"Yorkshire, England"
290,ARH4N0N1187FB3E1F1,Malkit Singh,Not available
291,ARDQO721187FB3C6D9,Rodney O & Joe Cooley,Not available
292,ARIFGKC1187B9B04D5,Dean Martin,"Steubenville, OH"
293,AR4IWYN1187FB47DF6,Strata,"Campbell, CA"
294,AR9YQN31187FB45B34,James Darren,"Philadelphia, PA"
295,ARV3IN31187FB4AAAE,Till West & DJ Delicious,Not available
296,ARCID1N1187FB51DA0,Carlos NuA+-ez,Not available
297,ARKCTSM11F4C83C839,Igor Stravinsky,Not available
298,AR7JBP41187FB3EA8A,Gene Clark,"Los Angeles, CA"
299,ARAHQDS1187FB55275,Maysa,Not available
300,ARALP6I1187B989E27,The Shirelles,"Passaic, NJ"
301,AR23EC41187FB4805D,The American Boychoir,New Jersey
302,AR8JSAL1187FB3CE7E,JDS,Not available
303,ARL6FF81187FB5A916,Panic At The Disco,"Las Vegas, NV"
304,AR9EZGO1187B9A401F,Jan Howard,"West Plains, MO"
305,ARLDW6Z1187FB3F2A0,Abraham Laboriel,"Mexico City, Mexico"
306,ARKA2YS1187B9A4060,"MichA""le Arnaud",Not available
307,AR1QXAQ1187FB47FAC,Sticky Fingaz,"Brookyln, NY"
308,ARKSBCO1241B9CE46E,Dame Joan Sutherland / New Philharmonia Orchestra / Richard Bonynge,Not available
309,AR76DOS1187FB5AE78,The Jeff Healey Band,Not available
310,AR4OHL91187B9B2EB9,Angela Dimitriou,Not available
311,AR6QQY41187B990574,Danny Wilson,"Dundee, Scotland"
312,ARN8NCB1187FB49652,Lionel Rogg,"Geneva, Switzerland"
313,AREHMUC1187B98B91B,Java,Not available
314,ARXG6L11187FB5695E,SWAMI featuring Asuivre,"Birmingham/ London, UK"
315,ARO2EDF1187B993BD8,The Black Velvet Band,Not available
316,ARU0HTX1187B98B4C6,Lisa Lynne,California - LA
317,ARVMPJC1187FB3B954,Pe'z,Not available
318,ARDW5AW1187FB55708,Shawn Colvin,"Vermillion, SD"
319,ARHNL9K1187FB5730C,Stephy Tang,Not available
320,ARD7TVE1187B99BFB1,Casual,California - LA
321,AR3JMC51187B9AE49D,Backstreet Boys,"Orlando, FL"
322,ARPBNLO1187FB3D52F,Tiny Tim,"New York, NY"
323,AR9AWNF1187B9AB0B4,Kenny G featuring Daryl Hall,"Seattle, Washington USA"
324,AROGWRA122988FEE45,Christos Dantis,Not available
325,ARMBR4Y1187B9990EB,David Martin,California - SF
326,ARQ9BO41187FB5CF1F,John Davis,Pennsylvania
327,ARKULSX1187FB45F84,Trafik,Utah
328,ARI2JSK1187FB496EF,Nick Ingman;Gavyn Wright,"London, England"
329,AREDBBQ1187B98AFF5,Eddie Calvert,Not available
330,AR7ZKHQ1187B98DD73,Glad,Not available
331,ARBGXIG122988F409D,Steel Rain,California - SF
332,AR7SMBG1187B9B9066,Los Manolos,Not available
333,ARGCY1Y1187B9A4FA5,Gloriana,"Nashville, TN."
334,AR36F9J1187FB406F1,Bombay Rockers,Denmark
335,ARNNKDK1187B98BBD5,Jinx,Zagreb Croatia
336,AR62SOJ1187FB47BB5,Chase & Status,Not available
337,ARBEBBY1187B9B43DB,Tom Petty,"Gainesville, FL"
338,ARDR4AC1187FB371A1,Montserrat CaballA(c);Placido Domingo;Vicente Sardinero;Judith Blegen;Sherrill Milnes;Georg Solti,Not available
339,ARAGB2O1187FB3A161,Pucho & His Latin Soul Brothers,Not available
340,AREDL271187FB40F44,Soul Mekanik,Not available
341,ARP6N5A1187B99D1A3,Mitch Ryder,"Hamtramck, MI"
342,ARGSAFR1269FB35070,Blingtones,Not available
343,ARULZCI1241B9C8611,Luna Orbit Project,Not available
344,AR0IAWL1187B9A96D0,Danilo Perez,Panama
345,ARJIE2Y1187B994AB7,Line Renaud,Not available
346,ARLTWXK1187FB5A3F8,King Curtis,"Fort Worth, TX"
347,ARNF6401187FB57032,Sophie B. Hawkins,"New York, NY [Manhattan]"
348,ARPFHN61187FB575F6,Lupe Fiasco,"Chicago, IL"
349,AR051KA1187B98B2FF,Wilks,Not available
350,AR8IEZO1187B99055E,Marc Shaiman,Not available
351,AR558FS1187FB45658,40 Grit,Not available
352,ARVBRGZ1187FB4675A,Gwen Stefani,Not available
353,ARWB3G61187FB49404,Steve Morse,"Hamilton, Ohio"
354,AREVWGE1187B9B890A,Bitter End,Noci (BA)
355,AR2JD2Z1187B998A90,Ethel Merman,"New York, NY [Astoria, Queens]"
356,AR7TTCH1187FB3F95C,Leon Russell & New Grass Revival,"Lawton, OK"
357,ARF6ZTO1187FB3684F,Story Of The Year,"LONG BEACH, California"
358,ARPYBWQ1187B989C0D,Natural Elements,Not available
359,ARU0HTX1187B98B4C6,Lisa Lynne,California - LA
360,ARUE3AK1187B9AC923,Neil Sedaka,"Brooklyn, NY"
361,AR6W9T51187B9A8B8E,Maurice Larcange,Not available
362,ARQ05GM1187B990512,A Static Lullaby,"Chino Hills, CA"
363,AR1Y2PT1187FB5B9CE,John Wesley_ John Wesley,Brandon
364,ARXN7S71187B9941BE,Coph Nia,Not available
365,AR1072G1187FB5B351,Tabu feat. Mitzib,Texas
366,ARXIIEY1187FB44EAF,Nights Like These,"Memphis, TN"
367,ARBUOOR1187B997391,Oasis,"Manchester, England"
368,ARQ9BO41187FB5CF1F,John Davis & Emma Doyle,Pennsylvania
369,ARGC7FQ1187FB409CC,Stew,New York
370,ARRS5961187B99F9DE,Jauida,Not available
371,AR14CJ91187FB3A994,Eddy Arnold,"Madisonville, TN"
372,ARJV0U41187B9AB715,All Time Low,"Baltimore, MD"
373,AR502DZ1187B98F8E1,Brian Dullaghan,Not available
374,ARWI6LR1187FB46E9F,Richard Galliano,"Le Cannet, France"
375,AR0AVIB1187FB37D01,Regina Belle,"Englewood, NJ"
376,AR7OCK81187B98D1F1,Debbie Davies,"Los Angeles, CA"
377,ARABFU01187FB46712,STEVE CAMP,Not available
378,ARF88UQ1187FB5A3E9,Jay Tee & Baby Bash,California - SF
379,ARQZTGO11E8F5C0768,The Stolen Minks,Not available
380,AR08GQF1187B98E316,Daath,Not available
381,ARZGMLE11F4C840C9D,Extasick,Not available
382,AROATPL1187FB48E12,UFO,Arizona
383,ARBXIDR1187B9AB77E,Avril - Remix By Ana Rago,Not available
384,ARYCP7D1187B99516B,Pat Travers,"Toronto, Canada"
385,ARVN9FZ1187FB393F1,SNOWPATROL,"Dundee, Scotland"
386,ARMD6JB1187FB3B0E7,Die Fantastischen Vier,Germany
387,ARFAGIR1187B997EA1,Jeanie Lambe & The Danny Moss Quartet,Not available
388,AR6C8EJ1187FB3F473,Nelson Ned,"UbA!, Minas Gerais"
389,AROHMXL1187B9AF4B2,Yung Joc,"College Park, Georgia"
390,ARWNRBH1187B9B7E68,Philippe Sarde,"Neuilly-sur-Seine, France"
391,ARRVUWA1187B9A0FE2,Orquesta AragA3n,Cuba
392,AR0LVFQ1187B9A84E0,Jason Miles,NY - New York City
393,ARZCEOJ1187B9A91C0,State of Chaos,Not available
394,ARD2NDU1187B99B615,Dropkick Murphys,"Boston, MA"
395,AREJO121187B995676,Taint,Not available
396,AR5WPYF1187B9B40DA,VHS Or Beta,"Louisville, KY"
397,ARN5BHA1187B99E072,Leonard Kwan,Not available
398,ARUZL121187FB4B42D,True Believers,Not available
399,ARW040W1187FB51082,Les Hurlements D'leo,Not available
400,ARQ7XJG1187B991CEC,Charanga Forever,Not available
401,AR7S48C1187B99711E,Zuzu Bollin,"Frisco, TX"
402,ARM7C1Q1187FB471C8,Bullet For My Valentine,"Bridgend, South Wales, UK"
403,ARYHTYH11EBCD7C884,The Hit Factory,Not available
404,AR7UOUK1187B99078C,Terry Snyder,Not available
405,ARGEKDX1187FB3A5BF,Marcus Miller,"Brooklyn, NY"
406,ARNQESK11F4C83FD6F,Beatnuts,Not available
407,ARN03F71187FB4E3F4,Ayo,United States
408,ARJ9B1V1187FB4DD1F,Kid Sister,Chicago IL
409,ARSS1OZ1187FB54440,Mons Leidvin Takle,Not available
410,ARDG9Z71187B997023,Public Image Ltd,"London, England"
411,ARZWK2R1187B98F09F,Rise Against,Chicago
412,ARNNQ9E1187FB3C82F,Sizzla,Not available
413,ARWI6LR1187FB46E9F,Richard Galliano,"Le Cannet, France"
414,ARWSMC91187B9AD369,Helen Love,"Cardiff, Wales"
415,ARZAXOR11F4C83EB65,David Mingyue Liang,Not available
416,ARFK98R1187B9B0552,Pursuit Of Happiness,"Toronto, Ontario, Canada"
417,ARU9Q5Q1187FB3D6EB,Bobby Hutcherson,"Los Angeles, CA"
418,AR57Z841187B9B7D7D,Gregory Isaacs,"Kingston, Jamaica"
419,AR82DJK1187B991107,The Pharcyde,"Los Angeles, CA"
420,ARMUC731187B9A172D,Azis,Not available
421,ARWD25M1187FB4C563,Amy Winehouse,London
422,ARYF20K1187B9B76BD,George Lopez,"ORANGE, California"
423,ARRESZG1187B9A3FBF,Les Hou-Lops,Not available
